,timetweet,favcount,retwcount,id,name,text_clean,text_preprocessed,polarity_score,polarity
194,2022-10-21 10:01:31,0,0,1583398065108447232,mpokgaga,piring  payung  tumlr deh xfxfxx tapi ikinan kominfo mau lah,"['piring', 'payung', 'tumlr', 'deh', 'xfxfxx', 'ikinan', 'kominfo']",0,neutral
195,2022-10-21 09:57:26,0,0,1583397038922018816,NoWC2022Qatar,tw kominfo menteri masih si johhny piring ukan sih,"['tw', 'kominfo', 'menteri', 'si', 'johhny', 'piring', 'ukan', 'sih']",0,neutral
197,2022-10-21 09:56:14,2,0,1583396733828026368,dpusdatarujtg,guernur jawa tengah  cek laporan warga terkait dengan jematan miring di sungai odri kakendal nn njtg n,"['guernur', 'jawa', 'cek', 'lapor', 'warga', 'kait', 'jematan', 'miring', 'sungai', 'odri', 'kakendal', 'nn', 'njtg', 'n']",-5,negative
198,2022-10-21 09:51:31,0,2,1583395549885046785,markut_sikut,stok darahampjadwal moile unit donor darah   oktoer  jam  winstok darah sewaktuisa eruah info selxexxa,"['stok', 'darahampjadwal', 'moile', 'unit', 'donor', 'darah', 'oktoer', 'jam', 'winstok', 'darah', 'sewaktuisa', 'eruah', 'info', 'selxexxa']",-1,negative
200,2022-10-21 09:48:32,0,0,1583394798618447875,rakyatmerdeka,literasi digital kominfo ikin konten harus perhatikan uu ite,"['literasi', 'digital', 'kominfo', 'ikin', 'konten', 'perhati', 'uu', 'ite']",0,neutral
202,2022-10-21 09:45:08,0,0,1583393941189464065,kominfo_klt,fk mitra dan kim yang mempunyai peran strategis strategis untuk menyampaikan informasiinformasi kepada masyarakatnnselengkapnyan,"['fk', 'mitra', 'kim', 'peran', 'strategis', 'strategis', 'informasiinformasi', 'masyarakatnnselengkapnyan']",-6,negative
203,2022-10-21 09:43:45,0,0,1583393594513428481,kominfo_klt,antuan terseut dierikan kepada  pedagang pemilik warung apung yang saat ini menempati lokasi aru di pusat kuliner taman nyi ageng rakit adapun antuan yang diserahkan seesar rp  juta untuk masingmasing pedagangnnselengkapnyan,"['antuan', 'terseut', 'erik', 'dagang', 'milik', 'warung', 'apung', 'tempat', 'lokasi', 'aru', 'pusat', 'kuliner', 'taman', 'nyi', 'ageng', 'rakit', 'antuan', 'serah', 'seesar', 'rp', 'juta', 'masingmasing', 'pedagangnnselengkapnyan']",-5,negative
206,2022-10-21 09:42:34,0,0,1583393294129979392,kominfo_klt,pertimangan diselenggarakannya kegiatan yang erpusat di desa jimung karena di eerapa dukuh di desa jimung seperti dukuh ngaetan sering dilanda luapan air dari sungai ajing yang terjadi hampir setiap tahunnyannselengkapnyan,"['timang', 'selenggara', 'giat', 'erpusat', 'desa', 'jimung', 'eerapa', 'dukuh', 'desa', 'jimung', 'dukuh', 'ngaetan', 'landa', 'luap', 'air', 'sungai', 'ajing', 'tahunnyannselengkapnyan']",1,positive
209,2022-10-21 09:38:05,0,1,1583392166302584832,Elbarak_,menurut menteri johnny pemangunan infrastruktur digital menjadi agian penting pelaksanaan visi kim oleh karena ituxexxa,"['menteri', 'johnny', 'mangun', 'infrastruktur', 'digital', 'agian', 'laksana', 'visi', 'kim', 'ituxexxa']",2,positive
211,2022-10-21 09:34:14,0,1,1583391197653266432,Elbarak_,ekseisi metaverse yang dihadirkan oleh meta kominfo dan wir group akan menunjukan sisi dua pilarnnpertemuan puncakxexxa,"['ekseisi', 'metaverse', 'hadir', 'meta', 'kominfo', 'wir', 'group', 'tunjuk', 'sisi', 'pilarnnpertemuan', 'puncakxexxa']",-1,negative
212,2022-10-21 09:33:25,2,1,1583390995059965952,AryPrasetyo_85,ekseisi metaverse yang dihadirkan oleh meta kominfo dan wir group akan menunjukan sisi dua pilarnnpertemuan puncak ktt g akan dilaksanakan pada ulan novemer mendatang dengan menghadirkan serangkaian informasi pelatihan dan pengalaman terkait metaversen,"['ekseisi', 'metaverse', 'hadir', 'meta', 'kominfo', 'wir', 'group', 'tunjuk', 'sisi', 'pilarnnpertemuan', 'puncak', 'ktt', 'g', 'laksana', 'ulan', 'novemer', 'hadir', 'rangkai', 'informasi', 'latih', 'alam', 'kait', 'metaversen']",-7,negative
213,2022-10-21 09:31:10,0,0,1583390427142819840,foirytale,wisnu  yantie   nakula    keren kominfo hadirkan meteverse,"['wisnu', 'yantie', 'nakula', 'keren', 'kominfo', 'hadir', 'meteverse']",-1,negative
215,2022-10-21 09:29:27,1,0,1583389994802368518,Spy_Zone85,kegiatan weinar akan dilakukan dan disiarkan menggunakan platform zoom meeting dan anggota kelompok masyarakat atau komunitas yang ingin mengikuti weinar terseut dapat mendaftarkan diri dengan mengisi formulir elektronikn n,"['giat', 'weinar', 'siar', 'platform', 'zoom', 'meeting', 'anggota', 'kelompok', 'masyarakat', 'komunitas', 'ikut', 'weinar', 'terseut', 'daftar', 'isi', 'formulir', 'elektronikn', 'n']",-17,negative
218,2022-10-21 09:28:48,0,0,1583389830180122624,foirytale,wisnu    lanjutkan kominfo,"['wisnu', 'lanjut', 'kominfo']",-3,negative
220,2022-10-21 09:28:23,1,0,1583389727591641088,AryPrasetyo_85,dengan tujuan untuk memangun wawasan dan pengetahuan terkait literasi digital dalam entuk weinar seminar dan diskusi secara online talkshow dalam format hyrid offline dan online serta special event penunjang kegiatan literasi digitalnn,"['tuju', 'mangun', 'wawas', 'tahu', 'kait', 'literasi', 'digital', 'entuk', 'weinar', 'seminar', 'diskusi', 'online', 'talkshow', 'format', 'hyrid', 'offline', 'online', 'special', 'event', 'tunjang', 'giat', 'literasi', 'digitalnn']",7,positive
222,2022-10-21 09:27:00,1,0,1583389379435061250,Aryprasetyo85,erkolaorasi dengan gerakan nasional literasi digital gnld sierkreasi kemali hadir di wilayah sumatra dan sekitarnya menggelar pelatihan literasi digital agi masyarakat melalui program xexxcindonesia makin cakap digital xexxdnn,"['erkolaorasi', 'gera', 'nasional', 'literasi', 'digital', 'gnld', 'sierkreasi', 'kemal', 'hadir', 'wilayah', 'sumatra', 'gelar', 'latih', 'literasi', 'digital', 'agi', 'masyarakat', 'program', 'xexxcindonesia', 'cakap', 'digital', 'xexxdnn']",0,neutral
223,2022-10-21 09:22:01,0,0,1583388123538821120,Elbarak_,dengan pelatihan itu juga kementerian kominfo meningkatkan kolaorasi untuk dalam menciptakan ekosistem seimang untuk memaksimalkan peran triple helix untuk menjadi fasilitator dan akselerator pendukung ekonomi digitaln,"['latih', 'menteri', 'kominfo', 'tingkat', 'kolaorasi', 'cipta', 'ekosistem', 'seimang', 'maksimal', 'peran', 'triple', 'helix', 'fasilitator', 'akselerator', 'dukung', 'ekonomi', 'digitaln']",9,positive
224,2022-10-21 09:21:50,1,0,1583388078693285889,Spy_Zone85,saat ini indonesia masih memiliki kontraksi di sektor jaringan oleh sea itu kata hary indonesia elum memiliki sistem clouds sendiri yang isa digunakan dengan skala yang luasn  nn,"['indonesia', 'milik', 'kontraksi', 'sektor', 'jaring', 'sea', 'hary', 'indonesia', 'elum', 'milik', 'sistem', 'clouds', 'isa', 'skala', 'luasn', 'nn']",1,positive
225,2022-10-21 09:20:43,1,0,1583387798845128709,AryPrasetyo_85,saat ini pemerintah sedang memangun infrastruktur melengkapi infrastruktur telekomunikasi kami sedang memangun ts ada  ts yang harus diangun dan di setiap desa itu harus adan  nn,"['perintah', 'mangun', 'infrastruktur', 'lengkap', 'infrastruktur', 'telekomunikasi', 'mangun', 'ts', 'ts', 'diangun', 'desa', 'adan', 'nn']",-1,negative
226,2022-10-21 09:19:45,2,0,1583387554833104897,Aryprasetyo85,infrastruktur itu tidak hanya jalan tol tidak hanya pelauhan tidak hanya andara tetapi infrastruktur internet sekarang itu menjadi keniscayaan menjadi suatu yang sangat pentingn  nn,"['infrastruktur', 'jalan', 'tol', 'lauh', 'andara', 'infrastruktur', 'internet', 'niscaya', 'pentingn', 'nn']",0,neutral
228,2022-10-21 09:14:50,0,0,1583386318972723210,Prabu_dasamuka,wisnu  yantie   nakula    wiiih keren kominfo hadirkan metaverse di ktt g,"['wisnu', 'yantie', 'nakula', 'wiiih', 'keren', 'kominfo', 'hadir', 'metaverse', 'ktt', 'g']",-1,negative
229,2022-10-21 09:13:50,0,0,1583386065204674560,diskominfosumut,peringati maulid nai muhammad saw plt kadis kominfo sumut ajak pegawai teladani nainnsumer  n  nn,"['ingat', 'maulid', 'nai', 'muhammad', 'saw', 'plt', 'kad', 'kominfo', 'sumut', 'ajak', 'pegawai', 'teladan', 'nainnsumer', 'n', 'nn']",4,positive
230,2022-10-21 09:10:23,1,0,1583385198628306944,AryPrasetyo_85,pemangunan infrastruktur digital menjadi agian penting pelaksanaan visi kim oleh karena itu kementerian kominfo akan terus memastikan konektivitas digital menjangkau seluruh wilayah di indonesian  nn,"['mangun', 'infrastruktur', 'digital', 'agian', 'laksana', 'visi', 'kim', 'menteri', 'kominfo', 'konektivitas', 'digital', 'jangkau', 'wilayah', 'indonesian', 'nn']",2,positive
233,2022-10-21 09:08:04,0,0,1583384614290083841,soloposdotcom,pekan depan kejagung gelar perkara kasus korupsi pengadaan tower ts kominfo,"['pekan', 'jagung', 'gelar', 'perkara', 'korupsi', 'ada', 'tower', 'ts', 'kominfo']",-5,negative
236,2022-10-21 08:44:15,0,0,1583378621804474376,Bisniscom,kejagung lakukan gelar perkara kasus korupsi ts kominfo pekan depan,"['jagung', 'laku', 'gelar', 'perkara', 'korupsi', 'ts', 'kominfo', 'pekan']",-6,negative
237,2022-10-21 08:44:10,0,1,1583378599347822592,ezash,saat kominfo ke jorka nn ngehack,"['kominfo', 'jorka', 'nn', 'ngehack']",0,neutral
238,2022-10-21 08:37:37,0,0,1583376952580526080,tb_aank,kepala pusat pengemangan profesi dan sertifikasi adan penelitian dan pengemangan sumer daya manusia kementerian kominfo hedi m idris menyatakan ootcamp ini pertama kali dilakukan untuk menghuungkan peserta agar isa langsung ekerja di industrinn,"['kepala', 'pusat', 'emang', 'profesi', 'sertifikasi', 'adan', 'teliti', 'emang', 'sumer', 'daya', 'manusia', 'menteri', 'kominfo', 'hedi', 'm', 'idris', 'ootcamp', 'kali', 'menghuungkan', 'serta', 'isa', 'langsung', 'ekerja', 'industrinn']",11,positive
239,2022-10-21 08:37:15,0,0,1583376858837823488,tb_aank,uka peluang kerja lulusan program dts kominfo gelar ootcampnnkementerian komunikasi dan informasi menggelar ootcamp untuk melatih dan menyalurkan peserta fresh graduate academy fga program digital talent scholarship dts agar dapat langsung ekerja di dunia industri,"['uka', 'peluang', 'kerja', 'lulus', 'program', 'dts', 'kominfo', 'gelar', 'ootcampnnkementerian', 'komunikasi', 'informasi', 'gelar', 'ootcamp', 'latih', 'salur', 'serta', 'fresh', 'graduate', 'academy', 'fga', 'program', 'digital', 'talent', 'scholarship', 'dts', 'langsung', 'ekerja', 'dunia', 'industri']",11,positive
240,2022-10-21 08:36:05,11,5,1583376565928611840,hyang_wisnu,meta ersama kominfo dan wir group hadirkan metaverse di ktt gnnkehadiran ekseisi metaverse pada ktt g ertujuan untuk menunjukan manfaat metaverse ketika nanti hadir di dunia eksiisi yg akan menjadi agian dari digital transformation expo pada ktt g di alin,"['meta', 'ersama', 'kominfo', 'wir', 'group', 'hadir', 'metaverse', 'ktt', 'gnnkehadiran', 'ekseisi', 'metaverse', 'ktt', 'g', 'ertujuan', 'tunjuk', 'manfaat', 'metaverse', 'hadir', 'dunia', 'eksiisi', 'yg', 'agian', 'digital', 'transformation', 'expo', 'ktt', 'g', 'alin']",2,positive
242,2022-10-21 08:33:21,0,0,1583375877508775937,IndiHomeCare,hai kak nan informasikan via dm  wesite yang dimaksud guna dilakukan pengecekan pastikan wesite terseut tidak dilokir oleh kominfo ya ezzi,"['hai', 'kak', 'nan', 'informasi', 'via', 'dm', 'wesite', 'kece', 'pasti', 'wesite', 'terseut', 'dilokir', 'kominfo', 'ya', 'ezzi']",11,positive
243,2022-10-21 08:32:35,9,5,1583375684680175616,hyang_wisnu,uka peluang kerja lulusan program dts kominfo gelar ootcampnn menggelar ootcamp untuk melatih dan menyalurkan peserta fresh graduate academy fga program digital talent scholarship dts agar dapat langsung ekerja di dunia industrinn,"['uka', 'peluang', 'kerja', 'lulus', 'program', 'dts', 'kominfo', 'gelar', 'ootcampnn', 'gelar', 'ootcamp', 'latih', 'salur', 'serta', 'fresh', 'graduate', 'academy', 'fga', 'program', 'digital', 'talent', 'scholarship', 'dts', 'langsung', 'ekerja', 'dunia', 'industrinn']",14,positive
245,2022-10-21 08:28:51,0,0,1583374746284355584,insidelombok_,dalam memaksimalkan hasil pertanian para petani kementerian kominfo perkenalkan teknologi digital  kepada para petani yang ada di kecamatan wanasaa kaupaten lomok timur lotim,"['maksimal', 'hasil', 'tani', 'tani', 'menteri', 'kominfo', 'kenal', 'teknologi', 'digital', 'tani', 'camat', 'wanasaa', 'paten', 'lomok', 'timur', 'lotim']",7,positive
249,2022-10-21 08:20:28,0,19,1583372634322259974,Cahaya_Dfa,wisnu jelang pemilu menkominfo ajak stasiun tv jaga kualitas siarannnmenteri kominfo johnny g plate mengajak stasiun siaran texexxa,"['wisnu', 'jelang', 'milu', 'menkominfo', 'ajak', 'stasiun', 'tv', 'jaga', 'kualitas', 'siarannnmenteri', 'kominfo', 'johnny', 'g', 'plate', 'ajak', 'stasiun', 'siar', 'texexxa']",8,positive
250,2022-10-21 08:19:55,0,0,1583372495171690496,eliterycloud,hi elitersnnelitery dengan angga mendukung penuh kegiatan ootcamp yang diselenggarakan oleh elite academy indonesia nnkegiatan ootcamp ini merupakan kolaorasi antara kominfo aws academy tsa talent scouting academy dan digitalentnn,"['hi', 'elitersnnelitery', 'angga', 'dukung', 'penuh', 'giat', 'ootcamp', 'selenggara', 'elite', 'academy', 'indonesia', 'nnkegiatan', 'ootcamp', 'kolaorasi', 'kominfo', 'aws', 'academy', 'tsa', 'talent', 'scouting', 'academy', 'digitalentnn']",13,positive
251,2022-10-21 08:12:02,1,0,1583370511505305600,Cahaya_Dfa,erkaitan dengan infrastruktur roadand kementerian kominfo terus mendorong pengemangan jaringan gnjohnny plate,"['erkaitan', 'infrastruktur', 'roadand', 'menteri', 'kominfo', 'dorong', 'emang', 'jaring', 'gnjohnny', 'plate']",3,positive
253,2022-10-21 08:09:35,0,15,1583369894925852673,Cahaya_Dfa,wisnu kominfo rangkul tv komunitas agar isa ersiaran di tv digitalnndengan demikian mereka isa ikut erkontriusi menamah lexexxa,"['wisnu', 'kominfo', 'rangkul', 'tv', 'komunitas', 'isa', 'ersiaran', 'tv', 'digitalnndengan', 'isa', 'erkontriusi', 'tamah', 'lexexxa']",-4,negative
257,2022-10-21 08:05:12,0,15,1583368792654385152,Cahaya_Dfa,wisnu kominfo kenalkan literasi digital ke pelajar smk engkulunn melaksanakan roadshow seminar literasi digital sektxexxa,"['wisnu', 'kominfo', 'kenal', 'literasi', 'digital', 'ajar', 'smk', 'engkulunn', 'laksana', 'roadshow', 'seminar', 'literasi', 'digital', 'sektxexxa']",-1,negative
258,2022-10-21 08:03:37,14,9,1583368393566322688,DistanbunJateng,yaaak tinggal menghitung hari nih soropadan agro festival  akan digelar tanggal  oktoer  di agro center soropadan temanggung jangan sampai ketinggalan ya nnn nn n n njtg n,"['yaaak', 'tinggal', 'hitung', 'nih', 'soropadan', 'agro', 'festival', 'gelar', 'tanggal', 'oktoer', 'agro', 'center', 'soropadan', 'tanggung', 'tinggal', 'ya', 'nnn', 'nn', 'n', 'n', 'njtg', 'n']",-3,negative
260,2022-10-21 07:57:15,0,0,1583366790419484672,DTS_kominfo,pelajari halhal lainnya untuk mendukung idang yang kamu gemari hanya di digital talent scholarshipnnakses informasinya melalui    nn,"['ajar', 'halhal', 'dukung', 'idang', 'gemar', 'digital', 'talent', 'scholarshipnnakses', 'informasi', 'nn']",5,positive
262,2022-10-21 07:46:37,0,4,1583364115493711872,CakSugiman,fasilitas layanan kesehatan pada ktt gnnguna mendukung kesuksesan presidensi g indonesia pemerintah menyediakan layanan kesxexxa,"['fasilitas', 'layan', 'sehat', 'ktt', 'gnnguna', 'dukung', 'sukses', 'presidensi', 'g', 'indonesia', 'perintah', 'sedia', 'layan', 'kesxexxa']",10,positive
264,2022-10-21 07:39:43,0,17,1583362381862047745,Cahaya_Dfa,wisnu menkominfo kunjungi noc palapa ring arat atamnnmenteri kominfo  plate mengunjungi noc palapa ring arat di xexxa,"['wisnu', 'menkominfo', 'kunjung', 'noc', 'palapa', 'ring', 'arat', 'atamnnmenteri', 'kominfo', 'plate', 'unjung', 'noc', 'palapa', 'ring', 'arat', 'xexxa']",0,neutral
265,2022-10-21 07:36:17,0,281,1583361516362862592,ASN_Kominfo,lestari gile koh setelah sekian aad ga senggol  senggol nama loe sekalinya posting eeeeusettt rame anget ngamuk sexexxa,"['lestari', 'gile', 'koh', 'sekian', 'aad', 'ga', 'senggol', 'senggol', 'nama', 'loe', 'sekali', 'posting', 'eeeeusettt', 'rame', 'anget', 'ngamuk', 'sexexxa']",3,positive
269,2022-10-21 07:30:27,1,0,1583360047580868609,Elbarak_,herryjuga menyeutkan memangun tengah memangun ase transceiver station ts di  wilayah di indonesiaxcxahal terseut kata hary dilakukan untuk memperkuat jaringan di wilayahwilayah indonesiannn,"['herryjuga', 'menyeutkan', 'mangun', 'mangun', 'ase', 'transceiver', 'station', 'ts', 'wilayah', 'indonesiaxcxahal', 'terseut', 'hary', 'kuat', 'jaring', 'wilayahwilayah', 'indonesiannn']",2,positive
271,2022-10-21 07:29:26,0,0,1583359790344175616,wartakotalive,kejaksaan agung temukan dugaan korupsi di proyek pengadaan tower ts kominfo senilai rp triliunn n via,"['jaksa', 'agung', 'temu', 'duga', 'korupsi', 'proyek', 'ada', 'tower', 'ts', 'kominfo', 'nila', 'rp', 'triliunn', 'n', 'via']",3,positive
272,2022-10-21 07:27:54,0,0,1583359405994541056,KomisiPapua,komisi informasi provinsi papua menerima kunjungan kepala dinas kominfo provinsi papua ersama staf selaku pejaat pengelola informasi dan dokumentasi ppid  utama nn sa erhak tau  ko erhak tau mari kitorang angun udaya keterukaan ditanah papua nn,"['komisi', 'informasi', 'provinsi', 'papua', 'terima', 'kunjung', 'kepala', 'dinas', 'kominfo', 'provinsi', 'papua', 'ersama', 'staf', 'jaat', 'kelola', 'informasi', 'dokumentasi', 'ppid', 'utama', 'nn', 'sa', 'erhak', 'tau', 'ko', 'erhak', 'tau', 'mari', 'kitorang', 'angun', 'udaya', 'keterukaan', 'tanah', 'papua', 'nn']",-5,negative
273,2022-10-21 07:25:42,0,0,1583358854426873856,UMKMGoOnline_40,ayo kunjungi acara virtual expo n lupa ya soatxfxfxaxnnnnn,"['ayo', 'kunjung', 'acara', 'virtual', 'expo', 'n', 'lupa', 'ya', 'soatxfxfxaxnnnnn']",6,positive
277,2022-10-21 07:23:25,0,0,1583358276171096064,Elbarak_,kegiatan weinar akan dilakukan dan menggunakan platform zoom meeting amp anggota kelompok masy atau komunitas yg ingin mengikuti weinar ts dpt mendaftarkan diri dg mengisi formulir elektronik melalui linkxcxa,"['giat', 'weinar', 'platform', 'zoom', 'meeting', 'amp', 'anggota', 'kelompok', 'masy', 'komunitas', 'yg', 'ikut', 'weinar', 'ts', 'dpt', 'daftar', 'dg', 'isi', 'formulir', 'elektronik', 'linkxcxa']",-17,negative
282,2022-10-21 07:20:04,2,0,1583357432973385734,strike_bravo_b,ntlfiaccount nn npt polair polud kpk kominfo xfxfxx,"['ntlfiaccount', 'nn', 'npt', 'polair', 'polud', 'kpk', 'kominfo', 'xfxfxx']",0,neutral
286,2022-10-21 07:15:57,0,0,1583356398720909312,Elbarak_,menurutnya pemangunan infrastruktur digital menjadi agian penting pelaksanaan visi kim oleh karena itu kementerian kominfo akan terus memastikan konektivitas digital menjangkau seluruh wilayah di indonesiannn,"['turut', 'mangun', 'infrastruktur', 'digital', 'agian', 'laksana', 'visi', 'kim', 'menteri', 'kominfo', 'konektivitas', 'digital', 'jangkau', 'wilayah', 'indonesiannn']",-1,negative
288,2022-10-21 07:07:56,1,0,1583354381151666176,meypyong,aku dah mode siap tempur gempur kominfo account waktu itu set dah soalnya duit uat dae comeack aku keep di paypal,"['dah', 'mode', 'tempur', 'gempur', 'kominfo', 'account', 'set', 'dah', 'duit', 'uat', 'dae', 'comeack', 'keep', 'paypal']",-10,negative
289,2022-10-21 07:06:42,1,0,1583354069137391616,diskominfolutim,xfxdxxxfxdxxaxfxdxxaxfxdxxaxfxdxxexfxdxxaxfxdxxcxfxdxxaxfxdxxa xfxdxxxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxa xfxdxxxfxdxxaaxfxdxxaxfxdxxexfxdxxa xfxdxxfxfxdxxexfxdxxxfxdxx xfxdxxxfxdxxe xfxdxxxfxdxxxfxdxxxfxdxxaaxfxdxxaxfxdxxxfxdxxaxfxdxxaxfxdxxa xfxdxxexfxdxxexfxdxxaxfxdxxfxfxdxxxfxdxxennaca di xfxfxx,"['xfxdxxxfxdxxaxfxdxxaxfxdxxaxfxdxxexfxdxxaxfxdxxcxfxdxxaxfxdxxa', 'xfxdxxxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxa', 'xfxdxxxfxdxxaaxfxdxxaxfxdxxexfxdxxa', 'xfxdxxfxfxdxxexfxdxxxfxdxx', 'xfxdxxxfxdxxe', 'xfxdxxxfxdxxxfxdxxxfxdxxaaxfxdxxaxfxdxxxfxdxxaxfxdxxaxfxdxxa', 'xfxdxxexfxdxxexfxdxxaxfxdxxfxfxdxxxfxdxxennaca', 'xfxfxx']",0,neutral
291,2022-10-21 07:05:25,0,0,1583353748289568769,Bashofi16,internet kementerian kominfo dong yang salah,"['internet', 'menteri', 'kominfo', 'salah']",-4,negative
292,2022-10-21 06:59:12,0,0,1583352184946630658,GarudaWisnu11,kemenkominfo saat ini tengah memangun ase transceiver station  di  wilayah di indonesia hal terseut kata hary dilakukan untuk menguatkan jaringan di wilayahwilayah indonesian n n,"['kemenkominfo', 'mangun', 'ase', 'transceiver', 'station', 'wilayah', 'indonesia', 'terseut', 'hary', 'kuat', 'jaring', 'wilayahwilayah', 'indonesian', 'n', 'n']",2,positive
293,2022-10-21 06:57:33,2,0,1583351767546269699,ZainKagawa,terima kasih dinas kominfo kendal kendal amp komisi c dprd kendal,"['terima', 'kasih', 'dinas', 'kominfo', 'kendal', 'kendal', 'amp', 'komisi', 'c', 'dprd', 'kendal']",6,positive
297,2022-10-21 06:47:05,0,0,1583349135834775552,Gajah_Mada01,kemenkominfo saat ini tengah memangun ase transceiver station ts di  wilayah di indonesia hal terseut dilakukan untuk menguatkan jaringan di wilayahwilayah indonesian n n,"['kemenkominfo', 'mangun', 'ase', 'transceiver', 'station', 'ts', 'wilayah', 'indonesia', 'terseut', 'kuat', 'jaring', 'wilayahwilayah', 'indonesian', 'n', 'n']",2,positive
298,2022-10-21 06:46:51,0,0,1583349074597904389,karanganyarkab,kepala diskominfo provinsi jawa tengah di hotel griya persada andungan tadi malam  selengkapnya aca  n   jtg,"['kepala', 'diskominfo', 'provinsi', 'jawa', 'hotel', 'griya', 'persada', 'andungan', 'malam', 'lengkap', 'aca', 'n', 'jtg']",-2,negative
